HGNC ID,Approved symbol,Approved name,Status,Locus type,Previous symbols,Alias symbols,Chromosome,NCBI Gene ID,Ensembl gene ID,Vega gene ID,Group ID,Group name
HGNC:3358,ENPP3,ectonucleotide pyrophosphatase/phosphodiesterase 3,Approved,gene with protein product,PDNP3,"PD-IBETA, gp130RB13-6, B10, CD203c",6q23.2,5169,ENSG00000154269,OTTHUMG00000016292,1821,Ectonucleotide pyrophosphatase/phosphodiesterase family
HGNC:3359,ENPP4,ectonucleotide pyrophosphatase/phosphodiesterase 4,Approved,gene with protein product,,"NPP4, KIAA0879, AP3Aase",6p21.1,22875,ENSG00000001561,OTTHUMG00000014779,1821,Ectonucleotide pyrophosphatase/phosphodiesterase family
HGNC:13717,ENPP5,ectonucleotide pyrophosphatase/phosphodiesterase family member 5,Approved,gene with protein product,,,6p21.1,59084,ENSG00000112796,OTTHUMG00000014781,1821,Ectonucleotide pyrophosphatase/phosphodiesterase family
HGNC:23409,ENPP6,ectonucleotide pyrophosphatase/phosphodiesterase 6,Approved,gene with protein product,,MGC33971,4q35.1,133121,ENSG00000164303,OTTHUMG00000160617,1821,Ectonucleotide pyrophosphatase/phosphodiesterase family
HGNC:23764,ENPP7,ectonucleotide pyrophosphatase/phosphodiesterase 7,Approved,gene with protein product,,"alk-SMase, NPP7",17q25.3,339221,ENSG00000182156,OTTHUMG00000177462,1821,Ectonucleotide pyrophosphatase/phosphodiesterase family
HGNC:3363,ENTPD1,ectonucleoside triphosphate diphosphohydrolase 1,Approved,gene with protein product,CD39,"NTPDase-1, ATPDase, SPG64",10q24.1,953,ENSG00000138185,OTTHUMG00000018818,1822,Ectonucleoside triphosphate diphosphohydrolase family
HGNC:3364,ENTPD2,ectonucleoside triphosphate diphosphohydrolase 2,Approved,gene with protein product,CD39L1,NTPDase-2,9q34.3,954,ENSG00000054179,OTTHUMG00000020953,1822,Ectonucleoside triphosphate diphosphohydrolase family
HGNC:3365,ENTPD3,ectonucleoside triphosphate diphosphohydrolase 3,Approved,gene with protein product,CD39L3,"NTPDase-3, HB6",3p22.1,956,ENSG00000168032,OTTHUMG00000131390,1822,Ectonucleoside triphosphate diphosphohydrolase family
HGNC:14573,ENTPD4,ectonucleoside triphosphate diphosphohydrolase 4,Approved,gene with protein product,LYSAL1,"LALP70, LAP70, KIAA0392, NTPDase-4, UDPase",8p21.3,9583,ENSG00000197217,OTTHUMG00000097852,1822,Ectonucleoside triphosphate diphosphohydrolase family
HGNC:3367,ENTPD5,ectonucleoside triphosphate diphosphohydrolase 5 (inactive),Approved,gene with protein product,"CD39L4, PCPH",NTPDase-5,14q24.3,957,ENSG00000187097,OTTHUMG00000171201,1822,Ectonucleoside triphosphate diphosphohydrolase family
HGNC:3368,ENTPD6,ectonucleoside triphosphate diphosphohydrolase 6,Approved,gene with protein product,"CD39L2, IL6ST2","NTPDase-6, dJ738P15.3",20p11.21,955,ENSG00000197586,OTTHUMG00000032116,1822,Ectonucleoside triphosphate diphosphohydrolase family
HGNC:19745,ENTPD7,ectonucleoside triphosphate diphosphohydrolase 7,Approved,gene with protein product,,"LALP1, FLJ30978",10q24.2,57089,ENSG00000198018,OTTHUMG00000018888,1822,Ectonucleoside triphosphate diphosphohydrolase family
HGNC:24860,ENTPD8,ectonucleoside triphosphate diphosphohydrolase 8,Approved,gene with protein product,,"UNQ2492, NTPDase-8",9q34.3,377841,ENSG00000188833,OTTHUMG00000131831,1822,Ectonucleoside triphosphate diphosphohydrolase family
HGNC:19958,PRORP,protein only RNase P catalytic subunit,Approved,gene with protein product,KIAA0391,MRPP3,14q13.2,9692,ENSG00000100890,OTTHUMG00000170997,1823,Pentatricopeptide repeat containing
HGNC:15714,LRPPRC,leucine rich pentatricopeptide repeat containing,Approved,gene with protein product,LSFC,"GP130, LRP130",2p21,10128,ENSG00000138095,OTTHUMG00000152782,1823,Pentatricopeptide repeat containing
HGNC:14512,MRPS27,mitochondrial ribosomal protein S27,Approved,gene with protein product,,"KIAA0264, mS27",5q13.2,23107,ENSG00000113048,OTTHUMG00000100951,1823,Pentatricopeptide repeat containing
HGNC:9200,POLRMT,RNA polymerase mitochondrial,Approved,gene with protein product,,"h-mtRPOL, APOLMT, MTRNAP, MTRPOL",19p13.3,5442,ENSG00000099821,OTTHUMG00000180611,1823,Pentatricopeptide repeat containing
HGNC:22198,PTCD1,pentatricopeptide repeat domain 1,Approved,gene with protein product,,KIAA0632,7q22.1,26024,ENSG00000106246,OTTHUMG00000154600,1823,Pentatricopeptide repeat containing
HGNC:25734,PTCD2,pentatricopeptide repeat domain 2,Approved,gene with protein product,,FLJ12598,5q13.2,79810,ENSG00000049883,OTTHUMG00000100953,1823,Pentatricopeptide repeat containing
HGNC:24717,PTCD3,pentatricopeptide repeat domain 3,Approved,gene with protein product,,"FLJ20758, DKFZp666K071, mS39",2p11.2,55037,ENSG00000132300,OTTHUMG00000153168,1823,Pentatricopeptide repeat containing
HGNC:1700,CD80,CD80 molecule,Approved,gene with protein product,"CD28LG, CD28LG1","B7.1, B7-1",3q13.33,941,ENSG00000121594,OTTHUMG00000159419,1824,B7 family
HGNC:1705,CD86,CD86 molecule,Approved,gene with protein product,CD28LG2,"B7.2, B7-2",3q13.33,942,ENSG00000114013,OTTHUMG00000159482,1824,B7 family
HGNC:17087,ICOSLG,inducible T cell costimulator ligand,Approved,gene with protein product,ICOSL,"KIAA0653, GL50, B7-H2, B7RP-1, B7H2, B7RP1, ICOS-L, CD275, B7h",21q22.3,23308,ENSG00000160223,OTTHUMG00000086920,1824,B7 family
HGNC:18731,PDCD1LG2,programmed cell death 1 ligand 2,Approved,gene with protein product,,"PD-L2, Btdc, PDL2, bA574F11.2, CD273, B7-DC, B7DC",9p24.1,80380,ENSG00000197646,OTTHUMG00000019504,1824,B7 family
HGNC:17635,CD274,CD274 molecule,Approved,gene with protein product,PDCD1LG1,"B7-H, B7H1, PD-L1, PDL1, B7-H1",9p24.1,29126,ENSG00000120217,OTTHUMG00000019503,1824,B7 family
HGNC:19137,CD276,CD276 molecule,Approved,gene with protein product,,"B7-H3, B7H3, B7RP-2",15q24.1,80381,ENSG00000103855,OTTHUMG00000137585,1824,B7 family
HGNC:28873,VTCN1,V-set domain containing T cell activation inhibitor 1,Approved,gene with protein product,,"B7-H4, FLJ22418, B7S1, B7x, B7H4",1p13.1-p12,79679,ENSG00000134258,OTTHUMG00000012118,1824,B7 family
HGNC:30085,VSIR,V-set immunoregulatory receptor,Approved,gene with protein product,C10orf54,"SISP1, GI24, B7-H5, B7H5, VISTA, PD-1H, Dies1",10q22.1,64115,ENSG00000107738,OTTHUMG00000018426,1824,B7 family
HGNC:42400,NCR3LG1,natural killer cell cytotoxicity receptor 3 ligand 1,Approved,gene with protein product,,"DKFZp686O24166, B7-H6",11p15.1,374383,ENSG00000188211,OTTHUMG00000165913,1824,B7 family
HGNC:4905,HHLA2,HHLA2 member of B7 family,Approved,gene with protein product,,"B7H7, B7-H5, B7y, B7-H7",3q13.13,11148,ENSG00000114455,OTTHUMG00000159224,1824,B7 family
HGNC:4182,GBP1,guanylate binding protein 1,Approved,gene with protein product,,,1p22.2,2633,ENSG00000117228,OTTHUMG00000010614,1825,Guanylate binding proteins
HGNC:4183,GBP2,guanylate binding protein 2,Approved,gene with protein product,,,1p22.2,2634,ENSG00000162645,OTTHUMG00000010662,1825,Guanylate binding proteins
HGNC:4184,GBP3,guanylate binding protein 3,Approved,gene with protein product,,FLJ10961,1p22.2,2635,ENSG00000117226,OTTHUMG00000010616,1825,Guanylate binding proteins
HGNC:20480,GBP4,guanylate binding protein 4,Approved,gene with protein product,,Mpa2,1p22.2,115361,ENSG00000162654,OTTHUMG00000010663,1825,Guanylate binding proteins
HGNC:19895,GBP5,guanylate binding protein 5,Approved,gene with protein product,,,1p22.2,115362,ENSG00000154451,OTTHUMG00000010006,1825,Guanylate binding proteins
HGNC:25395,GBP6,guanylate binding protein family member 6,Approved,gene with protein product,,DKFZp686G0786,1p22.2,163351,ENSG00000183347,OTTHUMG00000010123,1825,Guanylate binding proteins
HGNC:29606,GBP7,guanylate binding protein 7,Approved,gene with protein product,,"FLJ38822, GBP4L",1p22.2,388646,ENSG00000213512,OTTHUMG00000010659,1825,Guanylate binding proteins
HGNC:6890,MAPRE1,microtubule associated protein RP/EB family member 1,Approved,gene with protein product,,EB1,20q11.21,22919,ENSG00000101367,OTTHUMG00000032228,1826,Microtubule associated protein RP/EB family 
HGNC:6891,MAPRE2,microtubule associated protein RP/EB family member 2,Approved,gene with protein product,,"RP1, EB1, EB2",18q12.1-q12.2,10982,ENSG00000166974,OTTHUMG00000132551,1826,Microtubule associated protein RP/EB family 
HGNC:6892,MAPRE3,microtubule associated protein RP/EB family member 3,Approved,gene with protein product,,"RP3, EB3",2p23.3,22924,ENSG00000084764,OTTHUMG00000097067,1826,Microtubule associated protein RP/EB family 
HGNC:24093,IGFL1,IGF like family member 1,Approved,gene with protein product,,UNQ644,19q13.32,374918,ENSG00000188293,OTTHUMG00000182501,1836,IGF like family
HGNC:32929,IGFL2,IGF like family member 2,Approved,gene with protein product,,UNQ645,19q13.32,147920,ENSG00000204866,OTTHUMG00000182492,1836,IGF like family
HGNC:32930,IGFL3,IGF like family member 3,Approved,gene with protein product,,UNQ483,19q13.32,388555,ENSG00000188624,OTTHUMG00000172904,1836,IGF like family
HGNC:32931,IGFL4,IGF like family member 4,Approved,gene with protein product,,,19q13.32,444882,ENSG00000204869,OTTHUMG00000182491,1836,IGF like family
HGNC:3308,CELA1,chymotrypsin like elastase 1,Approved,gene with protein product,ELA1,,12q13.13,1990,ENSG00000139610,OTTHUMG00000167523,1837,Chymotrypsin like elastases
HGNC:24609,CELA2A,chymotrypsin like elastase 2A,Approved,gene with protein product,,ELA2A,1p36.21,63036,ENSG00000142615,OTTHUMG00000002258,1837,Chymotrypsin like elastases
HGNC:29995,CELA2B,chymotrypsin like elastase 2B,Approved,gene with protein product,,"RP11-265F14.2, ELA2B",1p36.21,51032,ENSG00000215704,OTTHUMG00000002259,1837,Chymotrypsin like elastases
HGNC:15944,CELA3A,chymotrypsin like elastase 3A,Approved,gene with protein product,ELA3A,ELA3,1p36.12,10136,ENSG00000142789,OTTHUMG00000002755,1837,Chymotrypsin like elastases
HGNC:15945,CELA3B,chymotrypsin like elastase 3B,Approved,gene with protein product,ELA3B,CBPP,1p36.12,23436,ENSG00000219073,OTTHUMG00000002758,1837,Chymotrypsin like elastases
HGNC:6166,ITIH1,inter-alpha-trypsin inhibitor heavy chain 1,Approved,gene with protein product,,"H1P, IATIH, ITIH",3p21.1,3697,ENSG00000055957,OTTHUMG00000150312,1840,Inter-alpha-trypsin inhibitor heavy chains
HGNC:6167,ITIH2,inter-alpha-trypsin inhibitor heavy chain 2,Approved,gene with protein product,,H2P,10p14,3698,ENSG00000151655,OTTHUMG00000017633,1840,Inter-alpha-trypsin inhibitor heavy chains
HGNC:6168,ITIH3,inter-alpha-trypsin inhibitor heavy chain 3,Approved,gene with protein product,,H3P,3p21.1,3699,ENSG00000162267,OTTHUMG00000158956,1840,Inter-alpha-trypsin inhibitor heavy chains
HGNC:6169,ITIH4,inter-alpha-trypsin inhibitor heavy chain 4,Approved,gene with protein product,ITIHL1,"IHRP, H4P",3p21.1,3700,ENSG00000055955,OTTHUMG00000159023,1840,Inter-alpha-trypsin inhibitor heavy chains
HGNC:21449,ITIH5,inter-alpha-trypsin inhibitor heavy chain 5,Approved,gene with protein product,,MGC10848,10p14,80760,ENSG00000123243,OTTHUMG00000017635,1840,Inter-alpha-trypsin inhibitor heavy chains
HGNC:28907,ITIH6,inter-alpha-trypsin inhibitor heavy chain family member 6,Approved,gene with protein product,ITIH5L,UNQ6369,Xp11.22,347365,ENSG00000102313,OTTHUMG00000021634,1840,Inter-alpha-trypsin inhibitor heavy chains
HGNC:6572,LGI1,leucine rich glioma inactivated 1,Approved,gene with protein product,EPT,"IB1099, ETL1, EPITEMPIN",10q23.33,9211,ENSG00000108231,OTTHUMG00000018777,1841,LGI family
HGNC:18710,LGI2,leucine rich repeat LGI family member 2,Approved,gene with protein product,,"KIAA1916, FLJ10675",4p15.2,55203,ENSG00000153012,OTTHUMG00000097749,1841,LGI family
HGNC:18711,LGI3,leucine rich repeat LGI family member 3,Approved,gene with protein product,,,8p21.3,203190,ENSG00000168481,OTTHUMG00000131599,1841,LGI family
HGNC:18712,LGI4,leucine rich repeat LGI family member 4,Approved,gene with protein product,,,19q13.12,163175,ENSG00000153902,OTTHUMG00000044558,1841,LGI family
HGNC:7679,NDRG1,N-myc downstream regulated 1,Approved,gene with protein product,CAP43,"DRG1, RTP, TDD5, NDR1",8q24.22,10397,ENSG00000104419,OTTHUMG00000164441,1842,NDRG family
HGNC:14460,NDRG2,NDRG family member 2,Approved,gene with protein product,,"KIAA1248, SYLD",14q11.2,57447,ENSG00000165795,OTTHUMG00000029619,1842,NDRG family
HGNC:14462,NDRG3,NDRG family member 3,Approved,gene with protein product,,,20q11.23,57446,ENSG00000101079,OTTHUMG00000032398,1842,NDRG family
HGNC:14466,NDRG4,NDRG family member 4,Approved,gene with protein product,,"KIAA1180, SMAP-8",16q21,65009,ENSG00000103034,OTTHUMG00000133485,1842,NDRG family
HGNC:4098,GAGE1,G antigen 1,Approved,gene with protein product,,CT4.1,Xp11.23,2543,ENSG00000205777,OTTHUMG00000024150,1845,GAGE family
HGNC:30968,GAGE10,G antigen 10,Approved,gene with protein product,,OTTHUMG00000024136,Xp11.23,102724473,ENSG00000215274,OTTHUMG00000024136,1845,GAGE family
HGNC:26779,GAGE12B,G antigen 12B,Approved,gene with protein product,,OTTHUMG00000024142,Xp11.23,729428,ENSG00000236737,OTTHUMG00000024142,1845,GAGE family
HGNC:28402,GAGE12C,G antigen 12C,Approved,gene with protein product,,OTTHUMG00000024144,Xp11.23,729422,ENSG00000237671,OTTHUMG00000024144,1845,GAGE family
HGNC:31904,GAGE12D,G antigen 12D,Approved,gene with protein product,,OTTHUMG00000024145,Xp11.23,100132399,ENSG00000227488,OTTHUMG00000024145,1845,GAGE family
HGNC:31905,GAGE12E,G antigen 12E,Approved,gene with protein product,,OTTHUMG00000024146,Xp11.23,729431,ENSG00000216649,OTTHUMG00000024146,1845,GAGE family
HGNC:31906,GAGE12F,G antigen 12F,Approved,gene with protein product,,OTTHUMG00000024147,Xp11.23,100008586,ENSG00000236362,OTTHUMG00000024147,1845,GAGE family
HGNC:31907,GAGE12G,G antigen 12G,Approved,gene with protein product,,OTTHUMG00000024148,Xp11.23,645073,ENSG00000215269,OTTHUMG00000024148,1845,GAGE family
HGNC:31908,GAGE12H,G antigen 12H,Approved,gene with protein product,,OTTHUMG00000024149,Xp11.23,729442,ENSG00000224902,OTTHUMG00000024149,1845,GAGE family
HGNC:4105,GAGE12I,G antigen 12I,Approved,gene with protein product,GAGE7B,OTTHUMG00000067390,Xp11.23 not on reference assembly,26748,,,1845,GAGE family
HGNC:17778,GAGE12J,G antigen 12J,Approved,gene with protein product,GAGE11,OTTHUMG00000024137,Xp11.23,729396,ENSG00000224659,OTTHUMG00000024137,1845,GAGE family
HGNC:29081,GAGE13,G antigen 13,Approved,gene with protein product,GAGE12A,OTTHUMG00000024138,Xp11.23,645051,ENSG00000274274,OTTHUMG00000024138,1845,GAGE family
HGNC:4099,GAGE2A,G antigen 2A,Approved,gene with protein product,GAGE2,CT4.2,Xp11.23,729447,ENSG00000189064,OTTHUMG00000024143,1845,GAGE family
HGNC:31957,GAGE2B,G antigen 2B,Approved,gene with protein product,,,Xp11.23 not on reference assembly,645037,,,1845,GAGE family
HGNC:31958,GAGE2C,G antigen 2C,Approved,gene with protein product,,,Xp11.23 not on reference assembly,2574,,,1845,GAGE family
HGNC:31959,GAGE2D,G antigen 2D,Approved,gene with protein product,,GAGE8,Xp11.23 not on reference assembly,729408,,,1845,GAGE family
HGNC:31960,GAGE2E,G antigen 2E,Approved,gene with protein product,,GAGE8,Xp11.23,26749,ENSG00000275113,OTTHUMG00000067394,1845,GAGE family
HGNC:4101,GAGE4,G antigen 4,Approved,gene with protein product,,CT4.4,Xp11.4-p11.2 not on reference assembly,2576,,,1845,GAGE family
HGNC:4102,GAGE5,G antigen 5,Approved,gene with protein product,,CT4.5,Xp11.4-p11.2 not on reference assembly,2577,,,1845,GAGE family
HGNC:4103,GAGE6,G antigen 6,Approved,gene with protein product,,CT4.6,Xp11.4-p11.2 not on reference assembly,2578,,,1845,GAGE family
HGNC:4104,GAGE7,G antigen 7,Approved,gene with protein product,,"GAGE-7, CT4.7",Xp11.4-p11.2 not on reference assembly,2579,,,1845,GAGE family
HGNC:4106,GAGE8,G antigen 8,Approved,gene with protein product,,CT4.8,Xp11 not on reference assembly,100101629,,,1845,GAGE family
HGNC:4107,PAGE1,PAGE family member 1,Approved,gene with protein product,GAGEB1,"PAGE-1, GAGE-9, CT16.3",Xp11.23,8712,ENSG00000068985,OTTHUMG00000033224,1846,PAGE family
HGNC:31804,PAGE2,PAGE family member 2,Approved,gene with protein product,GAGEC2,"MGC62094, PAGE-2, CT16.4",Xp11.21,203569,ENSG00000234068,OTTHUMG00000021648,1846,PAGE family
HGNC:31805,PAGE2B,PAGE family member 2B,Approved,gene with protein product,,CT16.5,Xp11.21,389860,ENSG00000238269,OTTHUMG00000021645,1846,PAGE family
HGNC:4110,PAGE3,PAGE family member 3,Approved,gene with protein product,GAGED1,"PAGE-3, CT16.6",Xp11.21,139793,ENSG00000204279,OTTHUMG00000021654,1846,PAGE family
HGNC:4108,PAGE4,PAGE family member 4,Approved,gene with protein product,GAGEC1,"PAGE-4, CT16.7",Xp11.23,9506,ENSG00000101951,OTTHUMG00000024155,1846,PAGE family
HGNC:29992,PAGE5,PAGE family member 5,Approved,gene with protein product,,"PAGE-5, CT16.1, CT16.2",Xp11.21,90737,ENSG00000158639,OTTHUMG00000021650,1846,PAGE family
HGNC:942,BAGE,B melanoma antigen,Approved,gene with protein product,,"CT2.1, BAGE1",21p11.1 not on reference assembly,574,,,1848,BAGE family
HGNC:15723,BAGE2,BAGE family member 2 (pseudogene),Approved,pseudogene,,CT2.2,21p11.2,85319,ENSG00000187172,OTTHUMG00000074128,1848,BAGE family
HGNC:15728,BAGE3,BAGE family member 3,Approved,gene with protein product,,CT2.3,21p11.2 not on reference assembly,85318,,,1848,BAGE family
HGNC:15730,BAGE4,BAGE family member 4,Approved,gene with protein product,MLL3P,CT2.4,21p11.1 not on reference assembly,85317,,,1848,BAGE family
HGNC:15732,BAGE5,BAGE family member 5,Approved,gene with protein product,,CT2.5,13cen GRCh38 patch,85316,,,1848,BAGE family
HGNC:33267,CT45A1,cancer/testis antigen family 45 member A1,Approved,gene with protein product,,"CT45-1, CT45.1",Xq26.3,541466,ENSG00000268940,OTTHUMG00000188602,1849,CT antigen family 45
HGNC:51263,CT45A10,cancer/testis antigen family 45 member A10,Approved,gene with protein product,,,Xq26.3,102723631,ENSG00000269586,OTTHUMG00000022494,1849,CT antigen family 45
HGNC:51336,CT45A11P,"cancer/testis antigen family 45 member A11, pseudogene",Approved,pseudogene,,,Xq26.3,100129813,ENSG00000230162,OTTHUMG00000022497,1849,CT antigen family 45
HGNC:28400,CT45A2,cancer/testis antigen family 45 member A2,Approved,gene with protein product,,"CT45-2, CT45.2",Xq26.3,728911,ENSG00000271449,OTTHUMG00000022490,1849,CT antigen family 45
HGNC:33268,CT45A3,cancer/testis antigen family 45 member A3,Approved,gene with protein product,CT45A4,"CT45-3, CT45.3, CT45-4, CT45.4",Xq26.3,441519,ENSG00000269096,OTTHUMG00000022489,1849,CT antigen family 45
HGNC:33270,CT45A5,cancer/testis antigen family 45 member A5,Approved,gene with protein product,,"CT45-5, CT45.5",Xq26.3,441521,ENSG00000228836,OTTHUMG00000188603,1849,CT antigen family 45
HGNC:33271,CT45A6,cancer/testis antigen family 45 member A6,Approved,gene with protein product,,"CT45-6, CT45.6",Xq26.3,541465,ENSG00000278289,OTTHUMG00000188604,1849,CT antigen family 45
HGNC:51260,CT45A7,cancer/testis antigen family 45 member A7,Approved,gene with protein product,,,Xq26.3,101060211,ENSG00000273696,OTTHUMG00000022491,1849,CT antigen family 45
HGNC:51261,CT45A8,cancer/testis antigen family 45 member A8,Approved,gene with protein product,,,Xq26.3,102723737,ENSG00000278085,OTTHUMG00000188605,1849,CT antigen family 45
HGNC:51262,CT45A9,cancer/testis antigen family 45 member A9,Approved,gene with protein product,,,Xq26.3,102723680,ENSG00000270946,OTTHUMG00000188606,1849,CT antigen family 45
HGNC:33580,CT45B1P,"cancer/testis antigen family 45 member B1, pseudogene",Approved,pseudogene,,,5q21.3,100337646,,,1849,CT antigen family 45
HGNC:33282,CT47A1,cancer/testis antigen family 47 member A1,Approved,gene with protein product,,CT47.1,Xq24,728096,ENSG00000236371,OTTHUMG00000022311,1850,CT antigen family 47
HGNC:33291,CT47A10,cancer/testis antigen family 47 member A10,Approved,gene with protein product,,CT47.10,Xq24,728036,ENSG00000224089,OTTHUMG00000022309,1850,CT antigen family 47
HGNC:27397,CT47A11,cancer/testis antigen family 47 member A11,Approved,gene with protein product,,CT47.11,Xq24,255313,ENSG00000226929,OTTHUMG00000022310,1850,CT antigen family 47
HGNC:33292,CT47A12,cancer/testis antigen family 47 member A12,Approved,gene with protein product,,CT47.12,Xq24,100507170,ENSG00000226685,OTTHUMG00000188843,1850,CT antigen family 47
HGNC:33283,CT47A2,cancer/testis antigen family 47 member A2,Approved,gene with protein product,,CT47.2,Xq24,728090,ENSG00000242362,OTTHUMG00000022312,1850,CT antigen family 47
HGNC:33284,CT47A3,cancer/testis antigen family 47 member A3,Approved,gene with protein product,,CT47.3,Xq24,728082,ENSG00000236126,OTTHUMG00000022313,1850,CT antigen family 47
HGNC:33285,CT47A4,cancer/testis antigen family 47 member A4,Approved,gene with protein product,,CT47.4,Xq24,728075,ENSG00000230594,OTTHUMG00000022314,1850,CT antigen family 47
HGNC:33286,CT47A5,cancer/testis antigen family 47 member A5,Approved,gene with protein product,,CT47.5,Xq24,728072,ENSG00000237957,OTTHUMG00000022315,1850,CT antigen family 47
HGNC:33287,CT47A6,cancer/testis antigen family 47 member A6,Approved,gene with protein product,,CT47.6,Xq24,728062,ENSG00000226023,OTTHUMG00000022316,1850,CT antigen family 47
HGNC:33288,CT47A7,cancer/testis antigen family 47 member A7,Approved,gene with protein product,,CT47.7,Xq24,653282,ENSG00000228517,OTTHUMG00000022317,1850,CT antigen family 47
HGNC:33289,CT47A8,cancer/testis antigen family 47 member A8,Approved,gene with protein product,,CT47.8,Xq24,728049,ENSG00000230347,OTTHUMG00000022318,1850,CT antigen family 47
HGNC:33290,CT47A9,cancer/testis antigen family 47 member A9,Approved,gene with protein product,,CT47.9,Xq24,728042,ENSG00000226600,OTTHUMG00000022319,1850,CT antigen family 47
HGNC:33293,CT47B1,cancer/testis antigen family 47 member B1,Approved,gene with protein product,,CT47.13,Xq24,643311,ENSG00000236446,OTTHUMG00000187483,1850,CT antigen family 47
HGNC:53820,CT47C1,cancer/testis antigen family 47 member C1,Approved,gene with protein product,,,Xq24,727838,ENSG00000277535,OTTHUMG00000188075,1850,CT antigen family 47
HGNC:24294,CSAG1,chondrosarcoma associated gene 1,Approved,gene with protein product,,"CSAGE, CT24.1",Xq28,158511,ENSG00000198930,OTTHUMG00000022648,1851,CSAG family
HGNC:16847,CSAG2,CSAG family member 2,Approved,gene with protein product,CSAG3B,"TRAG3, CT24.2",Xq28,102723547,ENSG00000268902,OTTHUMG00000022641,1851,CSAG family
HGNC:26237,CSAG3,CSAG family member 3,Approved,gene with protein product,CSAG3A,,Xq28,389903,ENSG00000268916,OTTHUMG00000188381,1851,CSAG family
HGNC:20923,CSAG4,CSAG family member 4 (pseudogene),Approved,pseudogene,,,Xq28,100130935,ENSG00000242599,OTTHUMG00000022646,1851,CSAG family
HGNC:24415,BOLA3,bolA family member 3,Approved,gene with protein product,,,2p13.1,388962,ENSG00000163170,OTTHUMG00000152834,1853,Mitochondrial iron-sulfur assembly components
HGNC:3642,FDXR,ferredoxin reductase,Approved,gene with protein product,ADXR,"ADR, AR",17q25.1,2232,ENSG00000161513,OTTHUMG00000179026,1853,Mitochondrial iron-sulfur assembly components
HGNC:3951,FXN,frataxin,Approved,gene with protein product,FRDA,"FA, FARR, X25, CyaY",9q21.11,2395,ENSG00000165060,OTTHUMG00000019977,1853,Mitochondrial iron-sulfur assembly components
HGNC:20134,GLRX5,glutaredoxin 5,Approved,gene with protein product,C14orf87,"PR01238, GRX5",14q32.13,51218,ENSG00000182512,OTTHUMG00000171636,1853,Mitochondrial iron-sulfur assembly components
HGNC:27302,IBA57,iron-sulfur cluster assembly factor IBA57,Approved,gene with protein product,C1orf69,FLJ12734,1q42.13,200205,ENSG00000181873,OTTHUMG00000039769,1853,Mitochondrial iron-sulfur assembly components
HGNC:28660,ISCA1,iron-sulfur cluster assembly 1,Approved,gene with protein product,HBLD2,"MGC4276, ISA1, hIscA, hIscA1",9q21.33,81689,ENSG00000135070,OTTHUMG00000020135,1853,Mitochondrial iron-sulfur assembly components
HGNC:19857,ISCA2,iron-sulfur cluster assembly 2,Approved,gene with protein product,HBLD1,ISA2,14q24.3,122961,ENSG00000165898,OTTHUMG00000171214,1853,Mitochondrial iron-sulfur assembly components
HGNC:29882,ISCU,iron-sulfur cluster assembly enzyme,Approved,gene with protein product,NIFUN,"ISU2, hnifU",12q23.3,23479,ENSG00000136003,OTTHUMG00000168420,1853,Mitochondrial iron-sulfur assembly components
HGNC:21365,LYRM4,LYR motif containing 4,Approved,gene with protein product,C6orf149,"CGI-203, ISD11",6p25.1,57128,ENSG00000214113,OTTHUMG00000014173,1853,Mitochondrial iron-sulfur assembly components
HGNC:15910,NFS1,NFS1 cysteine desulfurase,Approved,gene with protein product,,"NifS, IscS",20q11.22,9054,ENSG00000244005,OTTHUMG00000032361,1853,Mitochondrial iron-sulfur assembly components
HGNC:16287,NFU1,NFU1 iron-sulfur cluster scaffold,Approved,gene with protein product,HIRIP5,"CGI-33, NifU, NIFUC",2p13.3,27247,ENSG00000169599,OTTHUMG00000152668,1853,Mitochondrial iron-sulfur assembly components
HGNC:20278,NUBPL,"NUBP iron-sulfur cluster assembly factor, mitochondrial",Approved,gene with protein product,C14orf127,"FLJ12660, IND1, huInd1",14q12,80224,ENSG00000151413,OTTHUMG00000170521,1853,Mitochondrial iron-sulfur assembly components
HGNC:5951,CADM1,cell adhesion molecule 1,Approved,gene with protein product,"TSLC1, IGSF4","NECL2, ST17, BL2, SYNCAM, IGSF4A, Necl-2, SYNCAM1, RA175",11q23.3,23705,ENSG00000182985,OTTHUMG00000168202,1855,Nectins and nectin-like molecules
HGNC:29849,CADM2,cell adhesion molecule 2,Approved,gene with protein product,IGSF4D,"NECL3, Necl-3, SynCAM2, SynCAM-2",3p12.1,253559,ENSG00000175161,OTTHUMG00000158990,1855,Nectins and nectin-like molecules
HGNC:17601,CADM3,cell adhesion molecule 3,Approved,gene with protein product,IGSF4B,"BIgR, FLJ10698, TSLL1, NECL1, SynCAM3, Necl-1",1q23.2,57863,ENSG00000162706,OTTHUMG00000037177,1855,Nectins and nectin-like molecules
HGNC:30825,CADM4,cell adhesion molecule 4,Approved,gene with protein product,IGSF4C,"TSLL2, Necl-4, SynCAM4",19q13.31,199731,ENSG00000105767,OTTHUMG00000182735,1855,Nectins and nectin-like molecules
HGNC:24313,CRTAM,cytotoxic and regulatory T cell molecule,Approved,gene with protein product,,CD355,11q24.1,56253,ENSG00000109943,OTTHUMG00000166026,1855,Nectins and nectin-like molecules
